"id","provider_name","street_address","city","county","state","zipcode","phone_number","service_type"
"1001","APEX PEDIATRIC THERAPY SVCS","4709 ABBEY LN","MATTESON","Cook","IL","60443","(708) 710-0640","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1002","JOSEPH REHABILITATION CENTER","21209 SHANNON AVENUE","MATTESON","Cook","IL","60433","(708) 720-3315","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1003","TRADE INDUSTRIES","1020 E. Randolph St P.O. Box 70,","MCLEANSBORO","Hamilton","IL","62859","(618) 643-4321","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1004","APPLIED BEHAVIORAL SERVICES LLC","10 A and K Dr.","METROPOLIS","Massac","IL","62960","(618) 524-8996","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1005","KRYPTON, INC","10 A and K Dr.","METROPOLIS","Massac","IL","62960","(618) 524-8996","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1006","Best Practices Behavior & Support","3708 Regal Ridge Circle","Rockford","Winnebago","IL","61114","(815) 871-9222","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1007","WARREN ACHIEVEMENT CENTER","1220 East 2nd Ave","MONMOUTH","Warren","IL","61642","(309) 734-3131","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1008","SPECIALIZED TRAINING FOR ADULT REHABILITATION","20 North 13st Street, P.O. BOX 938","MURPHYSBORO","Jackson","IL","62966","(618) 687-2378","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1009","RANGE OF MOTION INC","135 E. St. Charles Road, Ste G","Carol Stream","DuPage","IL","60188","(630) 871-8696","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1010","NU-CARE INC","19150 S KEDZIE AVE","Flossmoor","Cook","IL","60422","(708) 922-2111","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1011","CHICAGO LIGHTHOUSE FOR THE BLIND","1850 W ROOSEVELT RD","CHICAGO","Cook","IL","60608","(312) 666-1331","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1012","SPRINGHEALTH BEHAVIOR HEALTH OF IL, LLC","18440 Thompson Court Suite 104","Tinley Park,","Cook","IL","60477","(815) 464-3239","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1013","ILLINOIS MENTOR COMMUNITY SERVICES INC","18440 Thompson Court Suite 104","Tinley Park,","Cook","IL","60477","(815) 464-3239","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1014","ST COLETTA'S OF ILLINOIS","18350 CROSSING DR","TINLEY PARK","Cook","IL","60487","(708) 342-5200","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1015","RICKETTS, TANEA","Not Available","BROWNSTOWN","Fayette","IL","62418","(618) 339-1063","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1016","COMMUNITY SUPPORT SERVICES INC","9021 OGDEN AVE","BROOKFIELD","Cook","IL","60513","(708) 354-4547","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1017","CLEARBROOK","1835 WEST CENTRAL ROAD","ARLINGTON HEIGHTS","Cook","IL","60005","(847) 870-7711","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1018","COMMUNITY LINK INC","1665 N 4TH ST, PO BOX 157","BREESE","Clinton","IL","62230","(618) 526-8800","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1019","LITTLE FRIENDS, INC","27555 DIEHL","Warrenville","DuPage","IL","60555","(630) 355-6533","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1020","BLUE ISLAND CITIZENS FOR PERSONS WITH DEVELOPMENTAL DISABILITIES","2155 Broadway","BLUE ISLAND","Cook","IL","60406","(708) 389-6578","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1021","LEWIS, JENNIFER","Not Available","BLOOMINGDALE","DuPage","IL","60108","(630) 479-8936","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1022","Behavioral Perspective Inc.","245 W ROOSEVELT ROAD BUILDING 15, SUITE 103","WEST CHICAGO","Cook","IL","60185","(888) 308-3728","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1023","ASSOCIATION FOR INDIVIDUAL DEVELOPMENT","309 W New Indian Trail Court","AURORA","Kane","IL","60506","(630) 966-4000","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1024","STEINBERG BEHAVIOR SOLUTIONS","3109 W NORTH SHORE AVE","CHICAGO","Cook","IL","60645","(847) 676-5398","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1025","NELSON, SCOTT","6036 NORTH WINCHESTER","CHICAGO","Cook","IL","60660","(847) 626-4816","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1026","MISERICORDIA HOME","6300 N RIDGE","CHICAGO","Cook","IL","60660","(773) 973-6300","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1027","CONSULTING PROFESSIONALS INC","6300 N RIDGE","CHICAGO","Cook","IL","60660","(773) 973-6300","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1028","MAFTEI, NADIA CLAUDIA","Not Available","CHICAGO","Cook","IL","60659","(773) 558-7953","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1029","A PLUS AUTISM SOLUTIONS","1111 W 14th Place 330","CHICAGO","Cook","IL","60608","(773) 371-5691","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1030","WILLIAM M BEDELL ACHIEVEMENT","P O BOX 349 - 400 S Main","WOOD RIVER","Madison","IL","62095","(618) 251-2175","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1031","SEARCH DEVELOPMENTAL CENTER","1925 N CLYBOURN AVE STE 200","CHICAGO","Cook","IL","60614","(773) 305-5000","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1032","SALHA, LORI","Not Available","Schaumburg","DuPage","IL","60173","(708) 351-2676","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1033","LEEDA SERVICES OF ILLINOIS INC","7344 N. Western Avenue","CHICAGO","Cook","IL","60645","(773) 274-9760","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1034","ALEXIS LYBROOK TAUBERT PHD LTD","1001 N MILWAUKEE AVE #304","CHICAGO","Cook","IL","60622","(773) 248-5135","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1035","WINBUSH, KELLYE M","Not Available","CHICAGO","Cook","IL","60615","(404) 849-8248","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1036","ESPERANZA COMMUNITY SERVICES","520 N MARSHFIELD AVE","CHICAGO","Cook","IL","60622","(312) 243-6097","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1037","ENVISION UNLIMITED","8 S MICHIGAN AVE SUITE 1700","CHICAGO","Cook","IL","60603","(312) 346-6230","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1038","SAENZ, ABRAHAM","Not Available","CHICAGO","Cook","IL","60629","(312) 451-4814","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1039","R and J ENTERPRISES COUNTRY LIVING INC","221 EAST AVE","ANNA","Union","IL","62906","(618) 833-7418","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1040","TWEEDY, RICHARD","Not Available","ANNA","Union","IL","62906","(618) 697-2238","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1041","BEISNER, TIFFANY","Not Available","ANNA","union","IL","62906","(618) 528-0273","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1042","CHALLENGE UNLIMITED INC","4 EMMIE L KAUS LN","ALTON","Madison","IL","62002","(618) 465-0044","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1043","NEW STAR INC","1005 W END AVE","CHICAGO HEIGHTS","Cook","IL","60611","(708) 755-8030","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1044","HUMAN SUPPORT SERVICES","988 N. Illinois Route 3, PO BOX 146","WATERLOO","Monroe","IL","62298","(618) 939-4444","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1045","SOLID GROUND BEHAVIORAL SRVCS","11940 S SPRINGFIELD AVE","ALSIP","Cook","IL","60803","(708) 969-4109","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1046","SERTOMA CENTRE INC","4343 W 123RD ST","ALSIP","Cook","IL","60803","(708) 371-9700","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1047","HELPING HAND CENTER","9649 W 55TH ST","COUNTRYSIDE","Cook","IL","60525","(708) 352-3580","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1048","ALSTON, DANA","Not Available","VIENNA","Johnson","IL","62995","(618) 658-2005","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1049","UNITED CEREBRAL PALSY SEGUIN OF GREATER CHICAGO","3100 South Central Ave","CICERO","Cook","IL","60804","(708) 863-3803","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1050","BEHAVIORAL SERVICES OF S. IL","7 BLACKBERRY LN","CARBONDALE","Jackson","IL","62903","(618) 303-9282","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"1051","MAP TRAINING CENTER INC","504 E 7TH STREET","KARNAK","Pulaski","IL","62956","618-634 9401","Community Day Services"
"1052","GENESIS DTC, LLC","350 SYCAMORE ROAD","GENOA","DeKalb","IL","60135","815-784-5146","Community Day Services"
"1053","ARTS OF LIFE INC","2110 W Carroll Ave","CHICAGO","Cook","IL","60612","312-829 2787","Community Day Services"
"1054","RIMLAND SERVICES NFP","1265 HARTREY AVE","EVANSTON","Cook","IL","60202","847-328 4090","Community Day Services"
"1055","MARKLUND CHILDRENS HOME","1 S 450 WYATT DR","GENEVA","Kane","IL","60134","630-529 2018","Community Day Services"
"1056","KANKAKEE COUNTY TRAINING CENTER","333 S. SCHUYLER AVE","BRADLEY","Kankakee","IL","60915","815-932 4022","Community Day Services"
"1057","VILLAGE OF PROGRESS INC","710 S 13th St, P.O. Box 418","OREGON","Ogle","IL","61061","815-732 2126","Community Day Services"
"1058","ILLINOIS VALLEY ECONOMIC DEVELOPMENT CORPORATION","PO BOX 88 223 S MACOUPIN ST","GILLESPIE","Macoupin","IL","62033","217-839 4431","Community Day Services"
"1059","CHAMNESS CARE INC","PO BOX 1","JONESBORO","Union","","62952","618-833 4774","Community Day Services"
"1060","SWANN SPECIAL CARE CENTER","109 Kenwood Rd","Champaign","Champaign","IL","61821","217-356-5164","Community Day Services"
"1061","Encore Developmental Services","10840 Route 10 East PO BOX 616","CLINTON","DeWitt","IL","61727","217-935 2218","Community Day Services"
"1062","ACTIVE DAY IN, INC","4011 Avenue of the Cities, Suite 102","Moline","Rock Island","IL","61265","309-797-0200","Community Day Services"
"1063","NORTH CENTER FOR HANDICAPPED CHILDREN","5104 WEST BELMONT AVENUE","CHICAGO","Cook","IL","60641","312-777 4111","Community Day Services"
"1064","ROLLING HILLS CENTER","201 IL Rt 64","LANARK","Carroll","IL","61046","815-493 2321","Community Day Services"
"1065","BOBBY E. WRIGHT CCMH CENTER, INC.","5002 W Madison St","CHICAGO","Cook","IL","60644","312-722 7900","Community Day Services"
"1066","CHICAGO LIGHTHOUSE FOR THE BLIND","1850 W ROOSEVELT RD","CHICAGO","Cook","IL","60608","312-666 1331","Community Day Services"
"1067","JCFS CHICAGO","6639 N Kedzie Ave","CHICAGO","Cook","IL","60645","312-545-2924","Community Day Services"
"1068","CLAY COUNTY REHAB CENTER INC","#1 Commercial Drive","FLORA","Clay","IL","62839","618-662 4916","Community Day Services"
"1069","NEW OPPORTUNITIES INC","1510 W SEVENTH ST","GRANITE CITY","Madison","IL","62040","618-452 8165","Community Day Services"
"1070","APOSTOLIC CHRISTIAN LIFEPOINTS, INC","2073 Veterans Road","Morton","Tazewell","IL","61550","309-266 9781","Community Day Services"
"1071","BEVERLY FARM FOUNDATION","6301 Humbert Road","GODFREY","Madison","IL","62035","618-466 0367","Community Day Services"
"1072","ComWell","10257 State Rt 3","Red Bud","Randolph","IL","62278","618-282-6233","Community Day Services"
"1073","THE WORKSHOP","706 S. West St PO BOX 6087","GALENA","Jo Daviess","IL","61036","815-777 2211","Community Day Services"
"1074","PROGRESSIVE THERAPEUTIC","1141 WEST 175TH ST","HOMEWOOD","Cook","IL","60430","708-339-0110","Community Day Services"
"1075","MOUNT ST JOSEPH","24955 N US HIGHWAY 12","LAKE ZURICH","Lake","IL","60047","847-438 5050","Community Day Services"
"1076","WORKSOURCE ENTERPRISE NFP","3713 N Vermillion","DANVILLE","Vermilion","IL","61832","217-446 1146","Community Day Services"
"1077","FULTON COUNTY REHABILITATION CENTER, INC.","500 N MAIN STREET","CANTON","Fulton","IL","61520","309-647 6510","Community Day Services"
"1078","KCCDD, INC.","2015 WINDISH DR","GALESBURG","Knox","IL","61401","309-344 2600","Community Day Services"
"1079","ILLINOIS VALLEY INDUSTRIES INC","1033 THIRD AVE","MORRIS","Grundy","IL","60450","815-942 6133","Community Day Services"
"1080","THE DOUGLAS CENTER","3445 W Howard St","SKOKIE","Cook","IL","60076","847-674 4169","Community Day Services"
"1081","Comprehensive Connections","16338 N IL HIGHWAY 37","MOUNT VERNON","Jefferson","IL","62864","618-242 1994","Community Day Services"
"1082","BARBARA OLSON CENTER OF HOPE","3206 N Central Ave","ROCKFORD","Winnebago","IL","61101","815-964 9275","Community Day Services"
"1083","ILLINOIS CENTER FOR AUTISM","548 S RUBY LN","FAIRVIEW HEIGHTS","St Clair","IL","62208","618-398 7500","Community Day Services"
"1084","LAND OF LINCOLN GOODWILL INDUSTRIES","1220 OUTER PARK DRIVE","SPRINGFIELD","Sangamon","IL","62704","217-789 0400","Community Day Services"
"1085","SPRINGFIELD DEVELOPMENTAL CENTER","4595 LAVERNA ROAD","SPRINGFIELD","Sangamon","IL","62707","217-525 8271","Community Day Services"
"1086","United Cerebral Palsy - Center for Disability Services","311 S Reed Street","Joliet","Will","IL","60436","815-744-3500","Community Day Services"
"1087","WABASH AREA VOCATIONAL INC","1310 W 3rd PO Box 487","MT CARMEL","Wabash","IL","62863","618-262 8614","Community Day Services"
"1088","Human Support Services","988 N Illinois Route 3","Waterloo","Monroe","IL","62298","618-939-4444","Community Day Services"
"1089","CHALLENGE UNLIMITED INC","4 EMMIE L KAUS LN","ALTON","Madison","IL","62002","618-465 0044","Community Day Services"
"1090","JR'S CENTRE","100 Florsheim Drive","ANNA","Union","IL","62906","618-833 4956","Community Day Services"
"1091","ELIM CHRISTIAN SERVICES","13020 S CENTRAL AVE","CRESTWOOD","Cook","IL","60418","708-389-0555","Community Day Services"
"1092","GRAND PRAIRIE SERVICES","17746 S OAK PARK AVE","TINLEY PARK","Cook","IL","60477","708-444 1012","Community Day Services"
"1093","GATEWAY TO LEARNING","4925 N LINCOLN AVE","CHICAGO","Cook","IL","60625","773-784 3200","Community Day Services"
"1094","MENTAL HEALTH CENTERS OF WESTERN ILLINOIS","700 SE CROSS ST","MT STERLING","Brown","IL","62353","217-773 3325","Community Day Services"
"1095","ST COLETTA'S OF ILLINOIS","18350 CROSSING DR","TINLEY PARK","Cook","IL","60487","708-342-5200","Community Day Services"
"1096","ASSOCIATION HOUSE OF CHICAGO","1116 N Kedzie","Chicago","Cook","IL","60651","773 772-7170","Community Day Services"
"1097","PROGRESS PORT, INC","1120 NORTH DIVISION STREET","CARTERVILLE","Williamson","IL","62918","618-985 8351","Community Day Services"
"1098","ST CLAIR ASSOCIATED VOCATIONAL ENTERPRISES INC","3001 SAVE RD.","BELLEVILLE","St Clair","IL","62221","618-234 1992","Community Day Services"
"1099","RAY GRAHAM ASSOCIATION","901 Warrenville Road, Suite 500","Lisle","DuPage","IL","60532","630-620 2222","Community Day Services, Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
